PTS_HOME,PTS_AWAY,TEAM_NAME_HOME,TEAM_NAME_AWAY,GAME_DATE
98,122,Chicago Bulls,Toronto Raptors,2018-02-14
119,122,Toronto Raptors,Milwaukee Bucks,2018-02-23
123,94,Toronto Raptors,Detroit Pistons,2018-02-26
104,117,Orlando Magic,Toronto Raptors,2018-02-28
95,102,Washington Wizards,Toronto Raptors,2018-03-02
103,98,Toronto Raptors,Charlotte Hornets,2018-03-04
106,90,Toronto Raptors,Atlanta Hawks,2018-03-06
119,121,Detroit Pistons,Toronto Raptors,2018-03-07
108,105,Toronto Raptors,Houston Rockets,2018-03-09
106,132,New York Knicks,Toronto Raptors,2018-03-11
102,116,Brooklyn Nets,Toronto Raptors,2018-03-13
99,106,Indiana Pacers,Toronto Raptors,2018-03-15
122,115,Toronto Raptors,Dallas Mavericks,2018-03-16
125,132,Toronto Raptors,Oklahoma City Thunder,2018-03-18
86,93,Orlando Magic,Toronto Raptors,2018-03-20
132,129,Cleveland Cavaliers,Toronto Raptors,2018-03-21
116,112,Toronto Raptors,Brooklyn Nets,2018-03-23
106,117,Toronto Raptors,LA Clippers,2018-03-25
114,110,Toronto Raptors,Denver Nuggets,2018-03-27
110,99,Boston Celtics,Toronto Raptors,2018-03-31
112,106,Cleveland Cavaliers,Toronto Raptors,2018-04-03
96,78,Toronto Raptors,Boston Celtics,2018-04-04
92,73,Toronto Raptors,Indiana Pacers,2018-04-06
112,101,Toronto Raptors,Orlando Magic,2018-04-08
98,108,Detroit Pistons,Toronto Raptors,2018-04-09
116,109,Miami Heat,Toronto Raptors,2018-04-11
116,104,Toronto Raptors,Cleveland Cavaliers,2018-10-17
113,101,Toronto Raptors,Boston Celtics,2018-10-19
113,117,Washington Wizards,Toronto Raptors,2018-10-20
127,106,Toronto Raptors,Charlotte Hornets,2018-10-22
112,105,Toronto Raptors,Minnesota Timberwolves,2018-10-24
116,107,Toronto Raptors,Dallas Mavericks,2018-10-26
124,109,Milwaukee Bucks,Toronto Raptors,2018-10-29
129,112,Toronto Raptors,Philadelphia 76ers,2018-10-30
98,107,Phoenix Suns,Toronto Raptors,2018-11-02
107,121,Los Angeles Lakers,Toronto Raptors,2018-11-04
111,124,Utah Jazz,Toronto Raptors,2018-11-05
105,114,Sacramento Kings,Toronto Raptors,2018-11-07
128,112,Toronto Raptors,New York Knicks,2018-11-10
110,126,Toronto Raptors,New Orleans Pelicans,2018-11-12
104,106,Toronto Raptors,Detroit Pistons,2018-11-14
123,116,Boston Celtics,Toronto Raptors,2018-11-16
83,122,Chicago Bulls,Toronto Raptors,2018-11-17
91,93,Orlando Magic,Toronto Raptors,2018-11-20
108,124,Atlanta Hawks,Toronto Raptors,2018-11-21
125,107,Toronto Raptors,Washington Wizards,2018-11-23
125,115,Toronto Raptors,Miami Heat,2018-11-25
114,122,Memphis Grizzlies,Toronto Raptors,2018-11-27
131,128,Toronto Raptors,Golden State Warriors,2018-11-29
95,106,Cleveland Cavaliers,Toronto Raptors,2018-12-01
103,106,Toronto Raptors,Denver Nuggets,2018-12-03
113,102,Toronto Raptors,Philadelphia 76ers,2018-12-05
106,105,Brooklyn Nets,Toronto Raptors,2018-12-07
99,104,Toronto Raptors,Milwaukee Bucks,2018-12-09
99,123,LA Clippers,Toronto Raptors,2018-12-11
93,113,Golden State Warriors,Toronto Raptors,2018-12-12
128,122,Portland Trail Blazers,Toronto Raptors,2018-12-14
95,86,Denver Nuggets,Toronto Raptors,2018-12-16
99,96,Toronto Raptors,Indiana Pacers,2018-12-19
126,110,Toronto Raptors,Cleveland Cavaliers,2018-12-21
126,101,Philadelphia 76ers,Toronto Raptors,2018-12-22
104,106,Miami Heat,Toronto Raptors,2018-12-26
116,87,Orlando Magic,Toronto Raptors,2018-12-28
95,89,Toronto Raptors,Chicago Bulls,2018-12-30
122,116,Toronto Raptors,Utah Jazz,2019-01-01
125,107,San Antonio Spurs,Toronto Raptors,2019-01-03
116,123,Milwaukee Bucks,Toronto Raptors,2019-01-05
121,105,Toronto Raptors,Indiana Pacers,2019-01-06
104,101,Toronto Raptors,Atlanta Hawks,2019-01-08
122,105,Toronto Raptors,Brooklyn Nets,2019-01-11
138,140,Washington Wizards,Toronto Raptors,2019-01-13
117,108,Boston Celtics,Toronto Raptors,2019-01-16
111,109,Toronto Raptors,Phoenix Suns,2019-01-17
119,90,Toronto Raptors,Memphis Grizzlies,2019-01-19
120,105,Toronto Raptors,Sacramento Kings,2019-01-22
110,106,Indiana Pacers,Toronto Raptors,2019-01-23
121,119,Houston Rockets,Toronto Raptors,2019-01-25
120,123,Dallas Mavericks,Toronto Raptors,2019-01-27
92,105,Toronto Raptors,Milwaukee Bucks,2019-01-31
121,103,Toronto Raptors,LA Clippers,2019-02-03
107,119,Philadelphia 76ers,Toronto Raptors,2019-02-05
101,119,Atlanta Hawks,Toronto Raptors,2019-02-07
99,104,New York Knicks,Toronto Raptors,2019-02-09
127,125,Toronto Raptors,Brooklyn Nets,2019-02-11
129,120,Toronto Raptors,Washington Wizards,2019-02-13
120,117,Toronto Raptors,San Antonio Spurs,2019-02-22
98,113,Toronto Raptors,Orlando Magic,2019-02-24
118,95,Toronto Raptors,Boston Celtics,2019-02-26
119,117,Toronto Raptors,Portland Trail Blazers,2019-03-01
112,107,Detroit Pistons,Toronto Raptors,2019-03-03
95,107,Toronto Raptors,Houston Rockets,2019-03-05
104,127,New Orleans Pelicans,Toronto Raptors,2019-03-08
104,125,Miami Heat,Toronto Raptors,2019-03-10
126,101,Cleveland Cavaliers,Toronto Raptors,2019-03-11
111,98,Toronto Raptors,Los Angeles Lakers,2019-03-14
110,107,Detroit Pistons,Toronto Raptors,2019-03-17
128,92,Toronto Raptors,New York Knicks,2019-03-18
114,123,Oklahoma City Thunder,Toronto Raptors,2019-03-20
109,116,Toronto Raptors,Oklahoma City Thunder,2019-03-22
114,115,Toronto Raptors,Charlotte Hornets,2019-03-24
112,103,Toronto Raptors,Chicago Bulls,2019-03-26
92,117,New York Knicks,Toronto Raptors,2019-03-28
101,124,Chicago Bulls,Toronto Raptors,2019-03-30
121,109,Toronto Raptors,Orlando Magic,2019-04-01
105,115,Brooklyn Nets,Toronto Raptors,2019-04-03
113,111,Charlotte Hornets,Toronto Raptors,2019-04-05
117,109,Toronto Raptors,Miami Heat,2019-04-07
100,120,Minnesota Timberwolves,Toronto Raptors,2019-04-09
130,122,Toronto Raptors,New Orleans Pelicans,2019-10-22
112,106,Boston Celtics,Toronto Raptors,2019-10-25
84,108,Chicago Bulls,Toronto Raptors,2019-10-26
104,95,Toronto Raptors,Orlando Magic,2019-10-28
125,113,Toronto Raptors,Detroit Pistons,2019-10-30
115,105,Milwaukee Bucks,Toronto Raptors,2019-11-02
124,120,Toronto Raptors,Sacramento Kings,2019-11-06
104,122,New Orleans Pelicans,Toronto Raptors,2019-11-08
104,113,Los Angeles Lakers,Toronto Raptors,2019-11-10
98,88,LA Clippers,Toronto Raptors,2019-11-11
106,114,Portland Trail Blazers,Toronto Raptors,2019-11-13
110,102,Dallas Mavericks,Toronto Raptors,2019-11-16
132,96,Toronto Raptors,Charlotte Hornets,2019-11-18
113,97,Toronto Raptors,Orlando Magic,2019-11-20
116,119,Atlanta Hawks,Toronto Raptors,2019-11-23
101,96,Toronto Raptors,Philadelphia 76ers,2019-11-25
126,98,Toronto Raptors,New York Knicks,2019-11-27
83,90,Orlando Magic,Toronto Raptors,2019-11-29
130,110,Toronto Raptors,Utah Jazz,2019-12-01
110,121,Toronto Raptors,Miami Heat,2019-12-03
109,119,Toronto Raptors,Houston Rockets,2019-12-05
110,104,Philadelphia 76ers,Toronto Raptors,2019-12-08
92,93,Chicago Bulls,Toronto Raptors,2019-12-09
92,112,Toronto Raptors,LA Clippers,2019-12-11
110,102,Toronto Raptors,Brooklyn Nets,2019-12-14
133,113,Toronto Raptors,Cleveland Cavaliers,2019-12-16
99,112,Detroit Pistons,Toronto Raptors,2019-12-18
122,118,Toronto Raptors,Washington Wizards,2019-12-20
110,107,Toronto Raptors,Dallas Mavericks,2019-12-22
120,115,Indiana Pacers,Toronto Raptors,2019-12-23
102,118,Toronto Raptors,Boston Celtics,2019-12-25
97,113,Boston Celtics,Toronto Raptors,2019-12-28
97,98,Toronto Raptors,Oklahoma City Thunder,2019-12-29
117,97,Toronto Raptors,Cleveland Cavaliers,2019-12-31
84,76,Miami Heat,Toronto Raptors,2020-01-02
102,121,Brooklyn Nets,Toronto Raptors,2020-01-04
99,101,Toronto Raptors,Portland Trail Blazers,2020-01-07
110,112,Charlotte Hornets,Toronto Raptors,2020-01-08
104,105,Toronto Raptors,San Antonio Spurs,2020-01-12
121,130,Oklahoma City Thunder,Toronto Raptors,2020-01-15
140,111,Toronto Raptors,Washington Wizards,2020-01-17
112,122,Minnesota Timberwolves,Toronto Raptors,2020-01-18
117,122,Atlanta Hawks,Toronto Raptors,2020-01-20
107,95,Toronto Raptors,Philadelphia 76ers,2020-01-22
112,118,New York Knicks,Toronto Raptors,2020-01-24
106,110,San Antonio Spurs,Toronto Raptors,2020-01-26
130,114,Toronto Raptors,Atlanta Hawks,2020-01-28
109,115,Cleveland Cavaliers,Toronto Raptors,2020-01-30
92,105,Detroit Pistons,Toronto Raptors,2020-01-31
129,102,Toronto Raptors,Chicago Bulls,2020-02-02
119,118,Toronto Raptors,Indiana Pacers,2020-02-05
106,115,Indiana Pacers,Toronto Raptors,2020-02-07
119,118,Toronto Raptors,Brooklyn Nets,2020-02-08
137,126,Toronto Raptors,Minnesota Timberwolves,2020-02-10
101,91,Brooklyn Nets,Toronto Raptors,2020-02-12
118,101,Toronto Raptors,Phoenix Suns,2020-02-21
127,81,Toronto Raptors,Indiana Pacers,2020-02-23
97,108,Toronto Raptors,Milwaukee Bucks,2020-02-25
96,99,Toronto Raptors,Charlotte Hornets,2020-02-28
133,118,Denver Nuggets,Toronto Raptors,2020-03-01
114,123,Phoenix Suns,Toronto Raptors,2020-03-03
113,121,Golden State Warriors,Toronto Raptors,2020-03-05
113,118,Sacramento Kings,Toronto Raptors,2020-03-08
92,101,Utah Jazz,Toronto Raptors,2020-03-09
107,92,Toronto Raptors,Los Angeles Lakers,2020-08-01
103,107,Miami Heat,Toronto Raptors,2020-08-03
99,109,Orlando Magic,Toronto Raptors,2020-08-05
100,122,Toronto Raptors,Boston Celtics,2020-08-07
108,99,Toronto Raptors,Memphis Grizzlies,2020-08-09
106,114,Milwaukee Bucks,Toronto Raptors,2020-08-10
121,125,Philadelphia 76ers,Toronto Raptors,2020-08-12
117,109,Toronto Raptors,Denver Nuggets,2020-08-14
99,113,Toronto Raptors,New Orleans Pelicans,2020-12-23
119,114,San Antonio Spurs,Toronto Raptors,2020-12-26
100,93,Philadelphia 76ers,Toronto Raptors,2020-12-29
100,83,Toronto Raptors,New York Knicks,2020-12-31
120,116,New Orleans Pelicans,Toronto Raptors,2021-01-02
114,126,Toronto Raptors,Boston Celtics,2021-01-04
123,115,Phoenix Suns,Toronto Raptors,2021-01-06
123,144,Sacramento Kings,Toronto Raptors,2021-01-08
106,105,Golden State Warriors,Toronto Raptors,2021-01-10
112,111,Portland Trail Blazers,Toronto Raptors,2021-01-11
111,108,Toronto Raptors,Charlotte Hornets,2021-01-14
116,113,Toronto Raptors,Charlotte Hornets,2021-01-16
116,93,Toronto Raptors,Dallas Mavericks,2021-01-18
102,111,Toronto Raptors,Miami Heat,2021-01-20
101,81,Toronto Raptors,Miami Heat,2021-01-22
102,107,Indiana Pacers,Toronto Raptors,2021-01-24
129,114,Indiana Pacers,Toronto Raptors,2021-01-25
108,115,Toronto Raptors,Milwaukee Bucks,2021-01-27
124,126,Toronto Raptors,Sacramento Kings,2021-01-29
115,102,Toronto Raptors,Orlando Magic,2021-01-31
108,123,Orlando Magic,Toronto Raptors,2021-02-02
117,123,Brooklyn Nets,Toronto Raptors,2021-02-05
132,121,Atlanta Hawks,Toronto Raptors,2021-02-06
113,128,Memphis Grizzlies,Toronto Raptors,2021-02-08
115,137,Washington Wizards,Toronto Raptors,2021-02-10
120,106,Boston Celtics,Toronto Raptors,2021-02-11
112,116,Toronto Raptors,Minnesota Timberwolves,2021-02-14
113,124,Milwaukee Bucks,Toronto Raptors,2021-02-16
96,110,Milwaukee Bucks,Toronto Raptors,2021-02-18
81,86,Minnesota Timberwolves,Toronto Raptors,2021-02-19
110,103,Toronto Raptors,Philadelphia 76ers,2021-02-21
102,109,Toronto Raptors,Philadelphia 76ers,2021-02-23
116,108,Miami Heat,Toronto Raptors,2021-02-24
122,111,Toronto Raptors,Houston Rockets,2021-02-26
105,129,Toronto Raptors,Detroit Pistons,2021-03-03
132,125,Boston Celtics,Toronto Raptors,2021-03-04
120,121,Toronto Raptors,Atlanta Hawks,2021-03-11
114,104,Charlotte Hornets,Toronto Raptors,2021-03-13
118,95,Chicago Bulls,Toronto Raptors,2021-03-14
116,112,Detroit Pistons,Toronto Raptors,2021-03-17
112,115,Toronto Raptors,Utah Jazz,2021-03-19
116,105,Cleveland Cavaliers,Toronto Raptors,2021-03-21
117,99,Houston Rockets,Toronto Raptors,2021-03-22
135,111,Toronto Raptors,Denver Nuggets,2021-03-24
100,104,Toronto Raptors,Phoenix Suns,2021-03-26
117,122,Toronto Raptors,Portland Trail Blazers,2021-03-28
118,104,Detroit Pistons,Toronto Raptors,2021-03-29
113,103,Oklahoma City Thunder,Toronto Raptors,2021-03-31
130,77,Toronto Raptors,Golden State Warriors,2021-04-02
103,101,Toronto Raptors,Washington Wizards,2021-04-05
101,110,Toronto Raptors,Los Angeles Lakers,2021-04-06
113,122,Toronto Raptors,Chicago Bulls,2021-04-08
115,135,Cleveland Cavaliers,Toronto Raptors,2021-04-10
102,96,New York Knicks,Toronto Raptors,2021-04-11
103,108,Toronto Raptors,Atlanta Hawks,2021-04-13
117,112,Toronto Raptors,San Antonio Spurs,2021-04-14
113,102,Toronto Raptors,Orlando Magic,2021-04-16
112,106,Toronto Raptors,Oklahoma City Thunder,2021-04-18
114,103,Toronto Raptors,Brooklyn Nets,2021-04-21
120,103,New York Knicks,Toronto Raptors,2021-04-24
112,96,Toronto Raptors,Cleveland Cavaliers,2021-04-26
103,116,Toronto Raptors,Brooklyn Nets,2021-04-27
121,111,Denver Nuggets,Toronto Raptors,2021-04-29
85,89,Utah Jazz,Toronto Raptors,2021-05-01
67,84,Los Angeles Lakers,Toronto Raptors,2021-05-02
65,69,LA Clippers,Toronto Raptors,2021-05-04
129,131,Toronto Raptors,Washington Wizards,2021-05-06
99,109,Toronto Raptors,Memphis Grizzlies,2021-05-08
96,115,Toronto Raptors,LA Clippers,2021-05-11
114,102,Chicago Bulls,Toronto Raptors,2021-05-13
114,110,Dallas Mavericks,Toronto Raptors,2021-05-14
113,125,Toronto Raptors,Indiana Pacers,2021-05-16
